code,country,year,FIDR_PA,FPOLM_PA,FISR_PA,FILR_PA,FITB_PA,FM2_CH,FM2_NGDP,FM2_RES,PCPI_IX_CH,NGDP_XDC_CH,ENDE_XDC_USD_RATE_CH,IR_SPREAD,BANK_PREM_RATE,FIDR_PA_DM,FPOLM_PA_DM,FISR_PA_DM,FILR_PA_DM,FITB_PA_DM,FM2_CH_DM,FM2_NGDP_DM,FM2_RES_DM,PCPI_IX_CH_DM,NGDP_XDC_CH_DM,ENDE_XDC_USD_RATE_CH_DM,IR_SPREAD_DM,BANK_PREM_RATE_DM
1,BS,2010,3.44083333333333,5.25,1.94083333333333,5.5,2.27746666666667,5.52239906169665,62.6146504888191,6.05411275156651,,,,2.05916666666667,3.22253333333333,1.9220696785248779,0.9090909090909092,0.9509381732906872,0.8352272727272725,1.0197750000000034,2.3733193184433783,-1.7511379293035034,-0.33300782809046847,,,,-1.0868424057976052,-0.18454772727273072
1,BS,2011,2.63369186955964,4.5,1.74477236117171,5.0625,1.248325,2.44473756796656,64.3066306474884,6.05107610553041,3.1987814166029978,-0.2507739871391853,,2.42880813044036,3.814175,1.114928214751188,0.15909090909090917,0.7548772011290672,0.3977272727272725,-0.009366666666666523,-0.7043421752867114,-0.0591577706342008,-0.33604447412656846,1.675056103014659,-0.35971755333266675,,-0.7172009420239154,0.40709393939393923
1,BS,2012,2.01208333333333,4.5,1.53449106596403,4.75,0.235708333333333,2.96444497044829,62.1986452614641,7.87296969769937,1.973367559763037,4.75940422087439,,2.73791666666667,4.514291666666667,0.4933196785248779,0.15909090909090917,0.5445959059213872,0.08522727272727249,-1.0219833333333335,-0.1846347728049813,-2.167143156658504,1.485849118042391,0.44964224617469806,4.650460654680908,,-0.4080924057976052,1.107210606060606
1,BS,2013,1.68,4.5,0.968333333333333,4.75,0.298616666666667,0.545256322834849,64.4923375548074,8.30348174347782,0.7224147845306338,-1.471412799556082,,3.0700000000000003,4.451383333333333,0.16123634519154795,0.15909090909090917,-0.02156182670930984,0.08522727272727249,-0.9590749999999995,-2.603823420418422,0.12654913668480106,1.9163611638208407,-0.8013105290577051,-1.5803563657495634,,-0.07600907246427502,1.0443022727272724
1,BS,2014,1.4175,4.5,0.866666666666667,4.75,0.533383333333333,1.55660875056722,62.0390411284944,7.78722641421042,1.5137564305075597,5.806335706314099,,3.3325,4.216616666666667,-0.10126365480845201,0.15909090909090917,-0.12322849337597586,0.08522727272727249,-0.7243083333333334,-1.5924709926860514,-2.3267472896282086,1.4001058345534414,-0.009968883080779145,5.697392140120617,,0.18649092753572472,0.809535606060606
1,BS,2015,1.405,4.5,0.8325,4.75,0.678516666666667,-0.375520870550015,58.1097477395506,7.57485324749592,1.861483028633895,6.136346044635811,,3.3449999999999998,4.071483333333333,-0.11376365480845196,0.15909090909090917,-0.15739516004264287,0.08522727272727249,-0.5791749999999994,-3.5246006138032864,-6.256040678572006,1.187732667838941,0.3377577150455562,6.02740247844233,,0.19899092753572445,0.6644022727272723
1,BS,2016,1.24166666666667,4.0,0.815,4.75,1.64105833333333,8.79728297018367,62.8027079577561,7.36557598649699,-0.3463769299888448,0.6675334668470099,,3.50833333333333,3.10894166666667,-0.27709698814178196,-0.34090909090909083,-0.17489516004264294,0.08522727272727249,0.3833666666666635,5.648203226930399,-1.563080460366507,0.9784554068400109,-1.8701022435771837,0.5585899006535284,,0.3623242608690549,-0.2981393939393908
1,BS,2017,0.994166666666667,4.0,0.721666666666667,4.25,1.82796666666667,1.8071748112538,61.3146192175297,5.31352945217831,1.5182070073610037,4.277862854880038,,3.255833333333333,2.4220333333333297,-0.524596988141785,-0.34090909090909083,-0.2682284933759759,-0.4147727272727275,0.5702750000000036,-1.3419049319994714,-3.051169200592902,-1.073591127478669,-0.005518306227335179,4.168919288686556,,0.10982426086905761,-0.9850477272727312
1,BS,2018,0.840833333333333,4.0,0.634166666666667,4.25,1.6925,1.05205053077531,60.0005483666308,5.64333403478772,2.2658634667876356,3.264923131123909,,3.409166666666667,2.5575,-0.677930321475119,-0.34090909090909083,-0.3557284933759759,-0.4147727272727275,0.43480833333333346,-2.0970292124779615,-4.365240051491803,-0.7437865448692591,0.7421381531992968,3.1559795649304276,,0.2631575942023918,-0.8495810606060608
1,BS,2019,0.588333333333333,4.0,0.391666666666667,4.25,1.60543333333333,10.5930845635204,64.2979827047103,4.77674539173857,2.491235273680369,3.2014343264696867,,3.661666666666667,2.64456666666667,-0.930430321475119,-0.34090909090909083,-0.5982284933759758,-0.4147727272727275,0.3477416666666635,7.4440048202671285,-0.06780571341231223,-1.6103751879184092,0.9675099600920303,3.0924907602762053,,0.5156575942023918,-0.7625143939393908
