code,country,year,FIDR_PA_R,NGDP_NSA_XDC_R_CH,PCPI_IX_CH,ENDE_XDC_USD_RATE,FITB_PA_R,FILR_PA_R,FISR_PA_R,FPOLM_PA,FIDR_PA,NGDP_NSA_XDC,PCPI_IX,FITB_PA,FILR_PA,FISR_PA
1,BS,2010.0,,,,1.0,,,,5.25,3.72333333333333,,99.377462829895,2.3936,5.5,2.06
1,BS,2010.25,,,0.42317816800510333,1.0,,,,5.25,3.46333333333333,,99.7980065565085,2.48666666666667,5.5,2.03
1,BS,2010.5,,,0.22894684451550645,1.0,,,,5.25,3.33,,100.026490943409,2.14333333333333,5.5,1.84
1,BS,2010.75,,,0.7713443903730602,1.0,,,,5.25,3.24666666666667,,100.798039670188,2.08626666666667,5.5,1.83333333333333
1,BS,2011.0,2.561320559920447,,1.0512483574245417,1.0,1.181187226587117,4.881320559920447,1.234653893253777,5.25,3.18,,101.857677406537,1.79986666666667,5.5,1.85333333333333
1,BS,2011.25,2.0586842393296414,,1.3003901170350063,1.0,0.6835509059963014,4.412017572662972,1.0486842393296414,4.5,2.89666666666667,,103.182224576973,1.52153333333333,5.25,1.88666666666667
1,BS,2011.5,1.3542956174006084,,0.5455712451857968,1.0,0.044861472495398735,3.8328614724953987,0.7119509171822388,4.5,2.27143414490521,,103.745157124408,0.962,4.75,1.62908944468684
1,BS,2011.75,1.3985276583959867,,0.2553463134373886,1.0,-0.07823900827068342,3.9618609917293166,0.8218609917293167,4.5,2.18666666666667,,104.010066558495,0.7099,4.75,1.61
1,BS,2012.0,1.6124954306556083,,0.38204393505269424,1.0,-0.5227045693443882,4.129162097322278,1.2587930278450485,4.5,2.23333333333333,,104.407430709626,0.0981333333333333,4.75,1.87963093052277
1,BS,2012.25,1.5004838574721269,,1.1417697431022935,1.0,-0.10724947586121025,4.1688171908054565,1.0904838574721267,4.5,2.08166666666667,,105.599523163019,0.473933333333333,4.75,1.67166666666667
1,BS,2012.5,1.447370553999031,,0.0313577924114992,1.0,-0.35502944600096886,4.2973705539990315,0.8873705539990312,4.5,1.9,,105.63263684228,0.0976,4.75,1.34
1,BS,2012.75,1.52291037164805,,-0.31347962382536776,1.0,-0.03725629501861283,4.43957703831472,0.9362437049813901,4.5,1.83333333333333,,105.30150004967,0.273166666666667,4.75,1.24666666666667
1,BS,2013.0,1.6766492132786095,,0.10042190186381766,1.0,-0.06708412005472764,4.50998254661194,0.8666492132786094,4.5,1.91666666666667,,105.407245818711,0.172933333333333,4.75,1.10666666666667
1,BS,2013.25,1.5552783116434874,,0.7339200163094209,1.0,0.1557116449768245,4.611944978310158,0.8186116449768245,4.5,1.69333333333333,,106.180850694415,0.293766666666667,4.75,0.956666666666667
1,BS,2013.5,1.5725523287303014,,-0.09107160926907676,1.0,0.1614856620636345,4.642552328730302,0.7658856620636344,4.5,1.68,,106.084150084952,0.268933333333333,4.75,0.873333333333333
1,BS,2013.75,1.1910088913764063,,0.21269412559021256,1.0,0.2198422247097394,4.511008891376407,0.6976755580430734,4.5,1.43,,106.309784840365,0.458833333333333,4.75,0.936666666666667
1,BS,2014.0,1.0337527457122593,,1.2094464845204065,1.0,-0.06251392095440778,4.233752745712259,0.5370860790455891,4.5,1.55,,107.595544795818,0.453733333333333,4.75,1.05333333333333
1,BS,2014.25,1.1597944966772595,,0.17641967911609982,1.0,0.22019449667725643,4.373127830010589,0.41979449667725643,4.5,1.53666666666667,,107.78536451069,0.597066666666667,4.75,0.796666666666667
1,BS,2014.5,0.9778362526643257,,-0.0299052998840215,1.0,0.09823625266432562,4.357836252664326,0.3678362526643256,4.5,1.37,,107.753130974202,0.4904,4.75,0.76
1,BS,2014.75,0.9873524905255383,,-0.45203749252131803,1.0,0.3663524905255413,4.524019157192209,0.6306858238588753,4.5,1.21333333333333,,107.266046422833,0.592333333333333,4.75,0.856666666666667
1,BS,2015.0,0.9904876230636863,,2.1435726210344943,1.0,0.1238209563970194,4.290487623063687,0.5038209563970194,4.5,1.45,2856.44862944005,109.565372025619,0.583333333333333,4.75,0.963333333333333
1,BS,2015.25,0.9740333552555724,2.5022887104582785,0.05557008368187544,1.0,0.2639333552555755,4.320700021922242,0.3907000219222424,4.5,1.40333333333333,2927.04467080571,109.62625759454,0.693233333333333,4.75,0.82
1,BS,2015.5,0.9552796282132572,-0.10644665871926054,0.40510960828524006,1.0,0.14127962821326012,4.211946294879927,0.29527962821326015,4.5,1.49333333333333,2927.09521836421,110.070364097259,0.679333333333333,4.75,0.833333333333333
1,BS,2015.75,0.8313289216627187,1.3008781917081265,-0.836234666319164,1.0,0.31616225499605555,4.307995588329389,0.2713289216627216,4.5,1.27333333333333,2962.34037574889,109.149917555334,0.758166666666667,4.75,0.713333333333333
1,BS,2016.0,1.6351268763264453,0.6647400040458811,-0.7382858642870525,1.0,1.3044602096597753,5.028460209659775,1.0817935429931083,4.5,1.35666666666667,2960.64229450693,108.344079143142,1.026,4.75,0.803333333333333
1,BS,2016.25,1.3530751309415663,1.6069075904656311,0.743777065221391,1.0,1.5885084642748963,4.856408464274896,0.9764084642748964,4.5,1.24666666666667,3013.40722273707,109.149917555334,1.4821,4.75,0.87
1,BS,2016.5,1.2501201315602977,-3.53303804968782,0.4035962724769551,1.0,2.0526534648936376,4.856786798226968,0.8234534648936346,4.5,1.14333333333333,2906.93138930045,109.590442553999,1.94586666666667,4.75,0.716666666666667
1,BS,2016.75,1.0678899016397208,-1.5301844098839124,0.1993529200298231,1.0,1.9581565683063908,4.5978899016397206,0.7178899016397208,4.0,1.22,2869.86869474541,109.808914301304,2.11026666666667,4.75,0.87
1,BS,2017.0,0.4520594662268228,3.8877742731809035,0.8317025440312077,1.0,1.4131261328934857,3.7053927995601557,0.22872613289348875,4.0,0.996666666666667,2993.12701477158,110.722197835121,1.95773333333333,4.25,0.773333333333333
1,BS,2017.25,0.6414551315293391,11.626360551545677,-0.093805595988674,1.0,1.433321798196002,3.914788464862672,0.38478846486267204,4.0,0.976666666666667,3334.16049063205,110.61833421755,1.76853333333333,4.25,0.72
1,BS,2017.5,0.7172619248316723,-11.048510349301743,0.10036909926762203,1.0,1.5095285914983352,3.9905952581650053,0.4139285914983383,4.0,0.976666666666667,2963.54466820735,110.729360843229,1.76893333333333,4.25,0.673333333333333
1,BS,2017.75,0.6529509812452023,-0.14226524845271543,0.6565966943757148,1.0,1.4429509812452024,3.876284314578532,0.34628431457853237,4.0,1.02666666666667,2962.70265790532,111.456406166229,1.81666666666667,4.25,0.72
1,BS,2018.0,0.6565257175101604,12.50931351593461,0.3374035989713631,1.0,1.5331923841768236,3.9998590508434937,0.4598590508434935,4.0,0.906666666666667,3329.21262149626,111.832464091918,1.78333333333333,4.25,0.71
1,BS,2018.25,0.4096288955077697,-3.1071462909066137,0.5604483586875535,1.0,1.3662955621744368,3.8362955621744366,0.2562955621744367,4.0,0.823333333333333,3231.03213055493,112.459227301401,1.78,4.25,0.67
1,BS,2018.5,-0.10936587850744073,-8.430107545158313,2.1496815286617994,1.0,0.6906341214925623,3.323967454825892,-0.2660325451741077,4.0,0.816666666666667,2973.74820524675,114.876742537975,1.61666666666667,4.25,0.66
1,BS,2018.75,0.15688773779883736,5.182476266038528,-0.4084177708493974,1.0,0.9302210711321705,3.5902210711321705,-0.16311226220116265,4.0,0.816666666666667,3119.61036731282,114.407565506877,1.59,4.25,0.496666666666667
1,BS,2019.0,-0.12659131487514108,5.911571088545677,1.1113198096672767,1.0,0.670075351791522,3.396742018458192,-0.3099246482084751,4.0,0.726666666666667,3310.37905402273,115.678999446113,1.52333333333333,4.25,0.543333333333333
1,BS,2019.25,-0.27907352636822325,9.372642640478638,0.5170438713265465,1.0,0.7509264736317737,3.407593140298444,-0.4924068597015563,4.0,0.563333333333333,3620.25949568857,116.277110623161,1.59333333333333,4.25,0.35
1,BS,2019.5,0.10053129490259094,-14.964966062387052,0.4712622435785424,1.0,1.197197961569258,3.827197961569258,-0.07613537176407503,4.0,0.523333333333333,3065.67931175289,116.825080743452,1.62,4.25,0.346666666666667
1,BS,2019.75,0.1714441120695226,-0.05355823740355438,-0.6254023728504562,1.0,1.3165107787361925,3.8814441120695227,-0.04188922126381045,4.0,0.54,3062.38226351606,116.094453916398,1.68506666666667,4.25,0.326666666666667
1,BS,2020.0,0.2120706092957721,-5.999620169713504,0.4288138207622788,1.0,1.5254039426291022,4.052070609295772,0.1787372759624391,4.0,0.41,2873.75725429963,116.59228297993,1.72333333333333,4.25,0.376666666666667
1,BS,2020.25,0.489562465292785,-20.846100064118456,-0.7095902193281731,1.0,1.8179291319594522,4.358729131959452,0.552062465292785,4.0,0.380833333333333,2267.72918719002,115.764955543413,1.7092,4.25,0.443333333333333
1,BS,2020.5,0.6887657635056247,-1.464311774971062,0.15778238406051992,1.0,1.9337657635056276,4.437099096838958,0.6454324301722907,4.0,0.501666666666667,2232.76946099958,115.947612250176,1.74666666666667,4.25,0.458333333333333
1,BS,2020.75,0.3744368543603365,6.2570806051355214,0.6919132637306965,1.0,1.8611035210269993,4.10777018769367,0.3344368543603365,4.0,0.516666666666667,2380.30353998469,116.749869158314,2.00333333333333,4.25,0.476666666666667
1,BS,2021.0,0.24955352508554463,7.328382993105493,1.0583471378614464,1.0,2.124253525085548,3.9503868584188777,0.08455352508554459,4.0,0.549166666666667,2558.75632614075,117.985488057008,2.42386666666667,4.25,0.384166666666667
1,BS,2021.25,-0.16215017976319251,16.74761110052294,0.6738912667334394,1.0,1.9045164869034743,3.6045164869034743,-0.2454835130965255,4.0,0.483333333333333,2997.58816092156,118.780581957037,2.55,4.25,0.4
1,BS,2021.5,-0.40119003527825225,1.0760433711654889,1.3086084727874263,1.0,1.6737432980550777,3.316809964721748,-0.5095233686115852,4.0,0.532,3038.50466070877,120.334954716553,2.60693333333333,4.25,0.423666666666667
1,BS,2021.75,-0.4712603616662423,-3.5400173964047017,0.9375279026159891,1.0,1.7587396383337546,3.2554063050004247,-0.5779270283329083,4.0,0.523333333333333,2932.72413281728,121.463128493621,2.75333333333333,4.25,0.416666666666667
1,BS,2022.0,-0.4986206590354285,7.31741363083762,1.1411216606715275,1.0,1.8213793409645744,3.2347126742979047,-0.5452873257020956,4.0,0.516666666666667,3147.96856985635,122.849170562591,2.83666666666667,4.25,0.47
1,BS,2022.25,-0.9029311431302576,2.8811976528008203,2.1311332031127557,1.0,1.5070688568697452,2.8704021902030754,-0.8795978097969246,4.0,0.476666666666667,3250.34798484252,125.467250026199,2.88666666666667,4.25,0.5
1,BS,2022.5,-1.1566856246137367,-1.5680968321592694,2.283626398721343,1.0,1.2499810420529263,2.626647708719596,-1.2900189579470707,4.0,0.466666666666667,3207.07188604867,128.332453269547,2.87333333333333,4.25,0.333333333333333
1,BS,2022.75,-0.8585081588949829,2.805841230292722,0.3181513730743049,1.0,1.384825174438347,2.781491841105017,-1.1685081588949828,4.0,0.61,3292.03348475335,128.740744731724,2.85333333333333,4.25,0.3
1,BS,2023.0,-0.4864609268352408,,-0.26706726756744087,1.0,1.7735390731647593,3.1335390731647594,-0.8364609268352408,4.0,0.63,,128.396920342523,2.89,4.25,0.28
1,BS,2023.25,-0.3888101225702895,,1.1938633193862829,1.0,2.0278565440963776,3.3678565440963775,-0.5896434559036225,4.0,0.493333333333333,,129.929804077714,2.91,4.25,0.2925
1,BS,2023.5,-0.03667688415559933,,0.9950934450625825,1.0,2.349989782511068,3.6899897825110677,-0.2766768841555993,4.0,0.523333333333333,,131.222727041274,2.91,4.25,0.283333333333333
1,BS,2023.75,-0.03667688415559933,,,1.0,,,,4.0,0.506666666666667,,,2.91333333333333,4.25,0.283333333333333
2,AG,2010.0,,,,2.7,,,,,3.358585623979,,98.8750546089996,5.5,11.0357170445336,3.25534678939051
2,AG,2010.25,,,0.8367392024743294,2.7,,,,,3.32952986223673,,99.702380952381,6.5,10.9498641471428,3.24618195113897
2,AG,2010.5,,,0.4463918937428,2.7,,,,,3.36264163351371,,100.147444298821,6.5,10.8588232200823,3.25783644720633
2,AG,2010.75,,,1.1260155951790731,2.7,,,,,3.43047036757523,,101.275120139799,6.5,11.152985617712,3.21859036446241
2,AG,2011.0,2.756950105797483,0.0,0.09166644199370517,2.7,5.874796716652523,10.231080678900323,2.627329701698153,0.0,3.38215338914496,,101.367955439056,6.5,10.8562839622478,3.25253298504563
2,AG,2011.25,2.6149167607405897,,1.4814814814814616,2.7,5.71361114690074,10.116167792588541,2.4831971458703803,,3.40130561383985,,102.869702927042,6.5,10.9025566456878,3.26958599896964
2,AG,2011.5,2.3874414166678433,,1.3828798938293054,2.7,5.479489146879113,9.891305303792214,2.244551487083144,,3.40795226978873,,104.292267365662,6.5,10.9118161569131,3.26506234020403
2,AG,2011.75,2.3302264576210017,,0.9634516703314402,2.7,5.520130128091022,10.007283455753022,2.316867379674982,,3.31009632952998,,105.297072957623,6.5,10.987153327662,3.29673725158396
2,AG,2012.0,1.9167636870201383,,1.1980085053424796,2.7,5.243544612253828,9.466353534829128,2.0069477873676984,,3.17321907476631,,106.558540847532,6.5,10.7228089225753,3.26340317511387
2,AG,2012.25,2.239565524066161,,0.4817301286318104,2.7,4.9934824504662405,9.03652409709924,2.192655298775461,,3.24608307359992,,107.071865443425,6.0,10.043041646633,3.19917284830922
2,AG,2012.5,2.516622966115544,,-0.14280614066426667,2.7,5.374903959089634,9.311707817961134,2.452172445880834,,3.14171900702591,,106.918960244648,6.0,9.9368038588715,3.0772684867912
