code,country,year,FIDR_PA_R_DM,NGDP_NSA_XDC_R_CH_DM,PCPI_IX_CH_DM,ENDE_XDC_USD_RATE,FITB_PA_R_DM,FILR_PA_R_DM,FISR_PA_R_DM,FPOLM_PA_DM,FIDR_PA_R,NGDP_NSA_XDC_R_CH,PCPI_IX_CH,FITB_PA_R,FILR_PA_R,FISR_PA_R,FPOLM_PA,FIDR_PA,NGDP_NSA_XDC,PCPI_IX,FITB_PA,FILR_PA,FISR_PA
1,BS,2010.0,,,,1.0,,,,0.9363636363636365,,,,,,,5.25,3.72333333333333,,99.377462829895,2.3936,5.5,2.06
1,BS,2010.25,,,-0.0954418560528727,1.0,,,,0.9363636363636365,,,0.42317816800510333,,,,5.25,3.46333333333333,,99.7980065565085,2.48666666666667,5.5,2.03
1,BS,2010.5,,,-0.28967317954246957,1.0,,,,0.9363636363636365,,,0.22894684451550645,,,,5.25,3.33,,100.026490943409,2.14333333333333,5.5,1.84
1,BS,2010.75,,,0.2527243663150842,1.0,,,,0.9363636363636365,,,0.7713443903730602,,,,5.25,3.24666666666667,,100.798039670188,2.08626666666667,5.5,1.83333333333333
1,BS,2011.0,1.9189193000859197,,0.5326283333665657,1.0,0.1886696427964828,0.8833657212278521,0.9646261060276597,0.9363636363636365,2.561320559920447,,1.0512483574245417,1.181187226587117,4.881320559920447,1.234653893253777,5.25,3.18,,101.857677406537,1.79986666666667,5.5,1.85333333333333
1,BS,2011.25,1.416282979495114,,0.7817700929770303,1.0,-0.30896667779433284,0.4140627339703764,0.7786564521035242,0.1863636363636365,2.0586842393296414,,1.3003901170350063,0.6835509059963014,4.412017572662972,1.0486842393296414,4.5,2.89666666666667,,103.182224576973,1.52153333333333,5.25,1.88666666666667
1,BS,2011.5,0.711894357566081,,0.02695122112782078,1.0,-0.9476561112952355,-0.16509336619719672,0.44192312995612154,0.1863636363636365,1.3542956174006084,,0.5455712451857968,0.044861472495398735,3.8328614724953987,0.7119509171822388,4.5,2.27143414490521,,103.745157124408,0.962,4.75,1.62908944468684
1,BS,2011.75,0.7561263985614592,,-0.2632737106205874,1.0,-1.0707565920613176,-0.036093846963278775,0.5518332045031995,0.1863636363636365,1.3985276583959867,,0.2553463134373886,-0.07823900827068342,3.9618609917293166,0.8218609917293167,4.5,2.18666666666667,,104.010066558495,0.7099,4.75,1.61
1,BS,2012.0,0.9700941708210808,,-0.1365760890052818,1.0,-1.5152221531350225,0.13120725862968285,0.9887652406189313,0.1863636363636365,1.6124954306556083,,0.38204393505269424,-0.5227045693443882,4.129162097322278,1.2587930278450485,4.5,2.23333333333333,,104.407430709626,0.0981333333333333,4.75,1.87963093052277
1,BS,2012.25,0.8580825976375994,,0.6231497190443175,1.0,-1.0997670596518445,0.17086235211286116,0.8204560702460095,0.1863636363636365,1.5004838574721269,,1.1417697431022935,-0.10724947586121025,4.1688171908054565,1.0904838574721267,4.5,2.08166666666667,,105.599523163019,0.473933333333333,4.75,1.67166666666667
1,BS,2012.5,0.8049692941645035,,-0.4872622316464768,1.0,-1.347547029791603,0.29941571530643607,0.6173427667729139,0.1863636363636365,1.447370553999031,,0.0313577924114992,-0.35502944600096886,4.2973705539990315,0.8873705539990312,4.5,1.9,,105.63263684228,0.0976,4.75,1.34
1,BS,2012.75,0.8805091118135226,,-0.8320996478833438,1.0,-1.0297738788092472,0.4416221996221248,0.6662159177552729,0.1863636363636365,1.52291037164805,,-0.31347962382536776,-0.03725629501861283,4.43957703831472,0.9362437049813901,4.5,1.83333333333333,,105.30150004967,0.273166666666667,4.75,1.24666666666667
1,BS,2013.0,1.034247953444082,,-0.41819812219415836,1.0,-1.0596017038453618,0.5120277079193443,0.5966214260524922,0.1863636363636365,1.6766492132786095,,0.10042190186381766,-0.06708412005472764,4.50998254661194,0.8666492132786094,4.5,1.91666666666667,,105.407245818711,0.172933333333333,4.75,1.10666666666667
1,BS,2013.25,0.91287705180896,,0.21529999225144492,1.0,-0.8368059388138098,0.6139901396175622,0.5485838577507072,0.1863636363636365,1.5552783116434874,,0.7339200163094209,0.1557116449768245,4.611944978310158,0.8186116449768245,4.5,1.69333333333333,,106.180850694415,0.293766666666667,4.75,0.956666666666667
1,BS,2013.5,0.9301510688957739,,-0.6096916333270528,1.0,-0.8310319217269998,0.6445974900377065,0.49585787483751714,0.1863636363636365,1.5725523287303014,,-0.09107160926907676,0.1614856620636345,4.642552328730302,0.7658856620636344,4.5,1.68,,106.084150084952,0.268933333333333,4.75,0.873333333333333
1,BS,2013.75,0.5486076315418789,,-0.30592589846776347,1.0,-0.7726753590808948,0.5130540526838114,0.4276477708169561,0.1863636363636365,1.1910088913764063,,0.21269412559021256,0.2198422247097394,4.511008891376407,0.6976755580430734,4.5,1.43,,106.309784840365,0.458833333333333,4.75,0.936666666666667
1,BS,2014.0,0.39135148587773183,,0.6908264604624305,1.0,-1.055031504745042,0.23579790701966363,0.2670582918194719,0.1863636363636365,1.0337527457122593,,1.2094464845204065,-0.06251392095440778,4.233752745712259,0.5370860790455891,4.5,1.55,,107.595544795818,0.453733333333333,4.75,1.05333333333333
1,BS,2014.25,0.5173932368427321,,-0.34220034494187623,1.0,-0.7723230871133778,0.375172991317994,0.14976670945113918,0.1863636363636365,1.1597944966772595,,0.17641967911609982,0.22019449667725643,4.373127830010589,0.41979449667725643,4.5,1.53666666666667,,107.78536451069,0.597066666666667,4.75,0.796666666666667
1,BS,2014.5,0.3354349928297983,,-0.5485253239419975,1.0,-0.8942813311263087,0.35988141397173035,0.09780846543820837,0.1863636363636365,0.9778362526643257,,-0.0299052998840215,0.09823625266432562,4.357836252664326,0.3678362526643256,4.5,1.37,,107.753130974202,0.4904,4.75,0.76
1,BS,2014.75,0.34495123069101086,,-0.9706575165792941,1.0,-0.626165093265093,0.5260643184996132,0.36065803663275803,0.1863636363636365,0.9873524905255383,,-0.45203749252131803,0.3663524905255413,4.524019157192209,0.6306858238588753,4.5,1.21333333333333,,107.266046422833,0.592333333333333,4.75,0.856666666666667
1,BS,2015.0,0.34808636322915887,,1.6249525969765184,1.0,-0.8686966273936149,0.2925327843710912,0.23379316917090215,0.1863636363636365,0.9904876230636863,,2.1435726210344943,0.1238209563970194,4.290487623063687,0.5038209563970194,4.5,1.45,2856.44862944005,109.565372025619,0.583333333333333,4.75,0.963333333333333
